type,name,code,address,district,branch_name,open_date
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086005,"6, Nepalganj Sub-Metropolitian City",Banke,Fultekra Branch,2019-03-15
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086006,"4, Khajura Rural Municipality",Banke,Khajura Branch,2019-03-15
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086007,"2, Khajura Rural Municipality",Banke,Rimjhim Branch,2019-03-15
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086008,"6, Baijanath Rural Municipality",Banke,Samjhana Branch,2019-03-15
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086009,"8, Rapti Sonari Rural Municipality",Banke,Samsergunj Branch,2019-03-15
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086010,"5, Rapti Sonari Rural Municipality",Banke,Binauna Branch,2019-03-15
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086011,"6, Rapti Sonari Rural Municipality",Banke,Fattepur Branch,2019-03-15
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086012,"9, Bansgadhi Municipality",Bardiya,Machhagadh Branch,2019-04-13
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086013,"8, Badhaiyatal Rural Municipality",Bardiya,Sitalabazzer Branch,2019-04-13
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083002,"18, Jitpur Simara Sub-Metropolitian City",Bara,Manaharwa Branch (MWA),1998-01-14
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083003,"1, Kalaiya Sub-Metropolitian City",Bara,Kalaiya Branch (KLY),2001-01-14
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083004,"21, Birgunj Metropolitian City",Parsa,Parwanipur Branch (PPR),2003-03-15
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083005,"1, Jitpur Simara Sub-Metropolitian City",Bara,Simara Branch (SIM),2007-08-18
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083006,"4, Hetauda Sub-Metropolitian City",Makwanpur,Hetauda Branch (HTD),2008-12-16
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083007,"16, Hetauda Sub-Metropolitian City",Makwanpur,Harnamadi Branch (HMD),2014-03-14
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083008,"7, Nijagadh Municipality",Bara,Nijgadh Branch (NIJ),2009-01-28
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083009,"8, Birgunj Metropolitian City",Parsa,Birgunj Branch  (BRJ),2010-01-15
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083010,"5, Dakshinkali Municipality",Kathmandu,Pharping Branch (PHP),2010-03-14
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083011,"29, Kathmandu Metropolitian City",Kathmandu,Dillibazar Branch (DBR),2011-11-17
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083012,"5, Gokarneshwor Municipality",Kathmandu,Gokarneshwor Branch (GOK),2013-12-06
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083013,"1, Kolhabi Municipality",Bara,Kolhabi Branch (KOL),2014-01-05
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082001,"1, Banepa Municipality",Kavrepalanchok,Banepa,2018-11-17
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019531,"10, Butwal Sub-Metropolitian City",Rupandehi,Kalikanagar Branch ,2023-01-09
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019532,"5, Gosaikunda Rural Municipality",Rasuwa,Rasuwa Customs Extension Counter,2023-01-09
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019533,"1, Kathmandu Metropolitian City",Kathmandu,Kathmandu (Kamalpokhari) Provincial Office,2023-01-09
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019534,"5, Lalitpur Metropolitian City",Lalitpur,Lagankhel Branch,2023-01-09
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019535,"5, Tilottama Municipality",Rupandehi,Manigram Branch,2023-01-09
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019536,"6, Badhaiyatal Rural Municipality",Bardiya,Mainapokhar Extension Counter ,2023-01-09
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019539,"6, Mechinagar Municipality",Jhapa,Kakarvitta Branch,2023-01-09
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019540,"30, Pokhara Metropolitian City",Kaski,Powerhouse Branch,2023-01-09
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019541,"1, Pokhara Metropolitian City",Kaski,Bagar Branch,2023-01-09
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019545,"10, Bharatpur Metropolitian City",Chitawan, Hakim Chowk Branch,2023-01-09
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060135,"3, Mangalsen Municipality",Achham,Mangalsen,2021-03-02
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060136,"9, Kedarsyun Rural Municipality",Bajhang,Bhairabnath,2021-03-02
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060137,"5, Khaptad Chhanna Rural Municipality",Bajhang,KhaptadChhanna,2021-03-02
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060138,"5, Madi Municipality",Chitawan,Maadi,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060139,"4, Phalebas Municipality",Parbat,Phalebas,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060140,"5, Sabaila Municipality",Dhanusa,Sabaila,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060141,"6, Lalbandi Municipality",Sarlahi,Lalbandi,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060142,"13, Ishworpur Municipality",Sarlahi,Ishworpur,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060143,"2, Lahan Municipality",Siraha,Lahan,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060144,"9, Mirchaiya Municipality",Siraha,Mirchaiya,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060145,"1, Bardaghat Municipality",Nawalparasi West,Bardaghat,2021-03-12
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059051,"5, Kalika Municipality",Chitawan,Padampur Branch,2020-01-05
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059052,"1, Ratnanagar Municipality",Chitawan,Tandi Branch,2020-01-05
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059053,"3, Madi Municipality",Chitawan,Basantapur Branch,2020-01-05
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059054,"2, Thori Rural Municipality",Parsa,Thori Branch,2020-01-06
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059055,"4, Khaniyabas Rural Municipality",Dhading,Darkha Branch,2020-02-13
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059056,"3, Chhinnamasta Rural Municipality",Saptari,Sakhada Branch,2020-02-13
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059057,"4, Laxmipur Patari Rural Municipality",Siraha,Laxmipur Patari Branch,2020-02-13
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059058,"1, Yamunamai Rural Municipality",Rautahat,Sukdev Chowk Branch	,2020-02-13
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059059,"5, Shivaraj Municipality",Kapilbastu,Chandrauta Branch,2020-02-13
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059060,"1, Gadhimai Municipality",Rautahat,Samanpur Branch,2020-02-13
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059061,"2, Balan-Bihul Rural Municipality",Saptari,Chanhi Branch,2020-02-13
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059062,"2, Brahmapuri Rural Municipality",Sarlahi,Brahmapuri Branch,2020-02-13
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059063,"1, Aurahi Municipality",Mahottari,Aurahi Branch,2020-02-22
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086014,"9, Thakurbaba Municipality",Bardiya,Thakurdwara Branch,2019-06-16
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086015,"6, Rajapur Municipality",Bardiya,Branch office Manpur,2020-07-08
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086016,"8, Madhuwan Municipality",Bardiya,Kusumba Bazar Branch,2020-07-09
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086017,"3, Rapti Rural Municipality",Dang,Maurighat,2020-10-21
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086018,"5, Sainamaina Municipality",Rupandehi,Buddhanagar,2020-10-21
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086019,"6, Banganga Municipality",Kapilbastu,Baidauli,2020-10-21
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086020,"4, Barbardiya Municipality",Bardiya,Branch office Padhnana,2020-11-11
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086021,"3, Rainadevi Chhahara Rural Municipality",Palpa,Pelabas Branch,2021-01-18
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086022,"2, Ribdikot Rural Municipality",Palpa,Deurali Branch,2021-01-18
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086023,"2, Shivaraj Municipality",Kapilbastu,Balapur Branch,2021-07-14
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086024,"1, Buddhabhumi Municipality",Kapilbastu,Patharkatta Branch,2021-07-14
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086025,"2, Suddhodhan Rural Municipality",Rupandehi,Hirapur Branch,2021-07-14
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083014,"9, Nagarjun Municipality",Kathmandu,Syuchatar Branch (STR),2015-12-29
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083015,"10, Tarakeshwor Municipality",Kathmandu,Manamaiju Branch (MMJ),2016-02-15
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083016,"1, Mahagadhimai Municipality",Bara,Bariyarpur Branch (BPR),2016-03-14
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083017,"7, Simroungadh Municipality",Bara,Simraungadh Branch (SMG),2014-03-16
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083018,"3, Parsagadhi Municipality",Parsa,Biruwaguthi Branch (BGT),2016-03-25
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083019,"4, Pokhariya Municipality",Parsa,Pokhariya Branch (PKH),2016-03-29
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083020,"7, Kageshwori Manahara Municipality",Kathmandu,Gothatar Branch (GTR),2016-05-29
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083021,"5, Thori Rural Municipality",Parsa,Suwarnapur Branch (SWR),2018-09-17
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083022,"8, Bagmati Rural Municipality",Makwanpur,Faparbari Branch (FPR),2018-09-17
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083023,"8, Banepa Municipality",Kavrepalanchok,Banepa Branch (BNP),2019-02-13
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083024,"2, Sundarharaicha Municipality",Morang,Area Office 1,2017-04-12
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082002,"5, Kathmandu Metropolitian City",Kathmandu,Sanogaucharan,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082003,"13, Kathmandu Metropolitian City",Kathmandu,Kalimati,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082004,"5, Choutara Sangachowkgadhi Municipality",Sindhupalchok,Chautara,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082005,"7, Melanchi Municipality",Sindhupalchok,Melamchi,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082006,"16, Kathmandu Metropolitian City",Kathmandu,Balaju,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082007,"4, Bahrabise Municipality",Sindhupalchok,Bharabise,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082008,"4, Indrawoti Rural Municipality",Sindhupalchok,Nawalpur,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082009,"4, Bidur Municipality",Nuwakot,Bidur,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082010,"10, Bhimeshwor Municipality",Dolakha,Charikot,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082011,"4, Kakani Rural Municipality",Nuwakot,Ranipauwa,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082012,"5, Lisankhu Pakhar Rural Municipality",Sindhupalchok,Sildhunga,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082013,"11, Melanchi Municipality",Sindhupalchok,Kauledovan,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082014,"7, Belkotgadhi Municipality",Nuwakot,Ratmate,2018-11-17
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019546,"4, Kalaiya Sub-Metropolitian City",Bara,Kalaiya Branch,2023-01-09
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019547,"14, Gaidakot Municipality",Nawalparasi East,Amarapuri Branch,2023-01-09
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019548,"3, Rubi Valley Rural Municipality",Dhading,Ruby Valley Branch,2023-01-09
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019549,"4, Beni Municipality",Myagdi,Tatopani Extension Counter,2023-01-25
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019550,"4, Binayi Tribeni Rural Municipality",Nawalparasi East,"Sardi Extension Counter, Nawalparasi ",2023-02-24
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019552,"9, Lalitpur Metropolitian City",Lalitpur,Balkumari Branch,2023-07-12
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019553,"15, Kathmandu Metropolitian City",Kathmandu,Swayambhu Branch,2023-07-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060146,"3, Jayaprithbi Municipality",Bajhang,Chainpur,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060147,"6, Purbichouki Rural Municipality",Doti,Purbichauki,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060148,"10, Shikhar Municipality",Doti,Bandusen,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060149,"9, Bedkot Municipality",Kanchanpur,Lalpur,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060150,"3, Gaur Municipality",Rautahat,Gaur,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060151,"7, Gorkha Municipality",Gorkha,Gorkha,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060152,"2, Mahakali Municipality",Kanchanpur,Chandanidodhara,2021-03-12
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060154,"8, Itahari Sub-Metropolitian City",Sunsari,Itahari,2021-03-21
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060155,"2, Gramthan Rural Municipality",Morang,Jhorahat,2021-03-21
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059064,"4, Pheta Rural Municipality",Bara,Fulbariya Branch,2020-12-01
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059065,"3, Aadarsha Kotwal Rural Municipality",Bara,Paterwa Branch,2020-12-01
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059066,"4, Devtal Rural Municipality",Bara,Pipradhi Branch,2020-12-01
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059067,"8, Bideha Municipality",Dhanusa,Bafai Branch,2020-12-02
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059068,"10, Godaita Municipality",Sarlahi,Sisautiya Branch,2020-12-03
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059069,"13, Sabaila Municipality",Dhanusa,Raghunathpur Branch,2020-12-06
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059070,"3, Kailash Rural Municipality",Makwanpur,Kalikatar Branch,2020-12-07
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059071,"5, Raksirang Rural Municipality",Makwanpur,Raksirang Branch,2020-12-07
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086026,"8, Tilottama Municipality",Rupandehi,Maidam Branch,2021-07-14
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086027,"7, Bardaghat Municipality",Nawalparasi West,Jimirebhar Branch,2021-07-14
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086028,"11, Sunawal Municipality",Nawalparasi West,Jargha Branch,2021-07-14
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086029,"7, Panini Rural Municipality",Arghakhanchi,Dhakrebas Branch,2021-07-14
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086030,"3, Sandhikharka Municipality",Arghakhanchi,Thada Branch,2021-07-14
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086031,"2, Sarumarani Rural Municipality",Pyuthan,Darbhan Branch,2021-07-14
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086032,"4, Runtigadhi Rural Municipality",Rolpa,Surpal Branch,2021-07-14
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086033,"2, Shantinagar Rural Municipality",Dang,Bagmare Branch,2021-07-14
Microfinance Institutions (Class D),"
                                            Upakar Laghubitta Bittiya Sanstha Limited
                                        ",14086034,"3, Sunil Smriti Rural Municipality",Rolpa,Ruinibang Branch,2022-08-17
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083025,"1, Lalbandi Municipality",Sarlahi,Area Office 2,2017-04-12
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083026,"13, Banepa Municipality",Kavrepalanchok,Area Office 3,2017-04-12
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083027,"2, Jitpur Simara Sub-Metropolitian City",Bara,Area Office 4,2018-11-20
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083028,"2, Jitpur Simara Sub-Metropolitian City",Bara,Area Office 5,2019-03-15
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083029,"1, Bardibas Municipality",Mahottari,Bardibas Branch (BDS),2019-03-15
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083030,"6, Kamalamai Municipality",Sindhuli,Sindhulimadi Branch (SDM),2019-03-15
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083031,"7, Barahathawa Municipality",Sarlahi,Barahathawa Branch (BTA),2019-03-26
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083032,"4, Garuda Municipality",Rautahat,Garuda Branch (GRD),2019-03-26
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083033,"5, Chhireshwornath Municipality",Dhanusa,Sakhuwa Mahendranagar (MNR),2019-04-21
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083034,"6, Khadak Municipality",Saptari,Kalyanpur Branch (KLP),2019-04-22
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083035,"6, Mirchaiya Municipality",Siraha,Mirchaiya Branch (MRC),2019-04-23
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083036,"1, Jitpur Simara Sub-Metropolitian City",Bara,Provincial Co-ordination Office (PCO),2019-04-14
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082015,"7, Panchpokhari Thangpal Rural Municipality",Sindhupalchok,Tipeni,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082016,"3, Shailung Rural Municipality",Dolakha,Deurali,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082017,"3, Suryagadhi Rural Municipality",Nuwakot,Falate,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082018,"6, Mandan Deupur Municipality",Kavrepalanchok,Sipaghat,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082019,"1, Balephi Rural Municipality",Sindhupalchok,Jalbire,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082020,"5, Baitedhar Rural Municipality",Dolakha,Mainapokhari,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082021,"9, Shankharapur Municipality",Kathmandu,Shakhu,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082022,"9, Namobuddha Municipality",Kavrepalanchok,Bhakundebeshi,2018-11-17
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082023,"7, Panchkhal Municipality",Kavrepalanchok,Shreerampati,2019-04-28
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082024,"6, Jwalamukhi Rural Municipality",Dhading,Saadbhanjyang,2019-08-18
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082025,"5, Golanjor Rural Municipality",Sindhuli,Khaniyakharka,2019-08-18
Microfinance Institutions (Class D),"
                                            Manushi Laghubitta Bittiya Sanstha Limited
                                        ",14082026,"3, Doramba Rural Municipality",Ramechhap,Tokarpur,2020-03-15
Microfinance Institutions (Class D),"
                                            Jeevan Bikas Laghubitta Bittiya Sanstha Limited
                                        ",14096001,"2, Katahari Rural Municipality",Morang,Head office,2019-02-28
Microfinance Institutions (Class D),"
                                            Kisan Laghubitta Bittiya Sanstha Limited
                                        ",14095001,"2, Dhangadhi Sub-Metropolitian City",Kailali,Head Office,2019-02-25
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060156,"4, Bharatpur Metropolitian City",Chitawan,Bharatpur,2021-03-21
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060158,"4, Nagarjun Municipality",Kathmandu,Sitapaila,2021-03-21
